Block,Rows_num,L_c,R,G,t_G,Repetition,F_max,Impulse,u_01,u_12,u_23,WG0_max,WG1_max,WG2_max,WG3_max,Ref_WG0_max,Ref_WG1_max,Ref_WG2_max,Ref_WG3_max,Ref_u_01,Ref_u_12,Ref_u_23,q_max_0,V_0,p_dot_max_0,p_0,Deflection
A,6,1.359,400,200,2,1,274.0504133,1340.29678,2.777777778,0.856697819,NaN,0.098136297,0.182217505,0.085711101,0.038358267,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
A,6,1.359,400,200,2,2,265.6912971,1346.559759,2.763819095,0.866141732,1.2903,0.104771492,0.169606821,0.041300663,0.033797612,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
A,6,1.359,400,300,1,1,201.7119068,943.9845967,2.534562212,0.730411687,1.19047619,0.076245007,0.153753536,0.056796778,0.02399639,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
A,6,1.359,400,300,1,2,193.031286,973.1586358,2.835051546,0.757575758,1.098901099,0.100085606,0.149728865,0.058506781,0.025741618,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
A,6,1.359,400,300,2,1,338.6728126,1515.957252,2.582159624,1.012891344,3.174603175,0.116837588,0.182915959,0.103533514,0.048831929,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
A,6,1.359,400,300,2,2,318.4180308,1553.642004,2.558139535,1.076320939,1.834862385,0.114944858,0.191070361,0.046926507,0.046700517,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
A,6,1.359,800,100,1,1,291.7331594,844.2510475,3.005464481,0.802919708,1.123595506,0.075243316,0.123685916,0.028620212,0.024351107,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
A,6,1.359,800,100,1,2,312.3094458,1026.658251,2.989130435,0.777934936,1.709401709,0.082112856,0.13725519,0.024543179,0.024925693,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
A,6,1.359,800,100,2,1,382.7189255,1423.569903,3.107344633,1.211453744,2.5,0.09980972,0.161626258,0.04381622,0.052711197,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
A,6,1.359,800,100,2,2,374.6813137,1336.904193,2.972972973,1.136363636,2.777777778,0.103054531,0.180311371,0.04477484,0.046784538,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
A,6,1.359,800,200,1,1,605.5215258,1508.712718,3.548387097,1.858108108,4.87,0.107454739,0.155565709,0.052752081,0.051947755,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Transition
A,6,1.359,800,200,1,2,595.8763915,1606.055376,3.548387097,1.86440678,3.96,0.107032004,0.173592942,0.046570246,0.056283304,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Transition
A,6,1.359,800,200,2,1,617.0956868,2152.12177,3.666666667,1.896551724,3.773584906,0.139645575,0.187592481,0.123681185,0.096493776,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
A,6,1.359,800,200,2,2,617.0956868,2212.073409,3.481012658,1.833333333,3.50877193,0.138185285,0.186368362,0.129548647,0.082383463,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
A,6,1.359,800,300,1,1,708.7244618,2034.884216,3.716216216,2.2,4.52,0.129875155,0.189087149,0.13755838,0.072769451,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
A,6,1.359,800,300,1,2,733.8018108,2199.353558,3.741496599,2.244897959,4.13,0.130617153,0.196520699,0.127894173,0.087223255,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
B,6,1.359,800,300,1,1,746.4851623,1961.164711,3.767123288,2.165354331,3.96,0.116925524,0.169450359,0.081541033,0.073256231,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
B,6,1.359,800,300,1,2,724.9443625,1948.294629,3.716216216,2.272727273,4.42,0.121925127,0.170091781,0.084111065,0.084097486,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
B,6,1.359,800,200,2,1,613.3823101,2034.650554,3.481012658,1.877133106,3.8,0.138295813,0.191482054,0.085288198,0.094292263,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,6,1.359,800,200,2,2,602.451158,2058.058427,3.481012658,1.851851852,3.96,0.135461448,0.205938185,0.090538272,0.093503512,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,6,1.359,800,200,1,1,587.0189433,1400.731543,3.481012658,1.86440678,3.8,0.102190838,0.165400671,0.05445954,0.052228837,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Transition
B,6,1.359,800,200,1,2,599.5576178,1477.698967,3.594771242,2.606635071,1.612903226,0.107178077,0.159001163,0.055974887,0.053639182,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Transition
B,6,1.359,800,100,2,1,374.8259907,1205.667441,2.956989247,1.131687243,2.352941176,0.100380834,0.156930664,0.053182643,0.051283932,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,6,1.359,800,100,2,2,378.0410354,1127.993334,2.956989247,1.193058568,1.923076923,0.10101553,0.172210273,0.051387431,0.04997035,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,6,1.359,800,100,1,1,278.0531441,581.9422108,2.972972973,0.805270864,1.226993865,0.079269917,0.119343583,0.028660013,0.026690865,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,6,1.359,800,100,1,2,282.5542067,546.2992202,2.91005291,0.816023739,1.219512195,0.081612109,0.114240463,0.02950728,0.026458242,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,6,1.359,400,300,2,1,324.3658635,1776.575794,2.594339623,0.978647687,1.76,0.105100262,0.178576863,0.046804265,0.040414161,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,6,1.359,400,300,2,2,326.9378993,1691.450629,2.669902913,1.086956522,1.612903226,0.104695797,0.179107297,0.051385289,0.046741277,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,6,1.359,400,300,1,1,204.7661993,921.9783875,2.52293578,0.770308123,0.809716599,0.074478484,0.124050201,0.028332385,0.025982669,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,6,1.359,400,300,1,2,225.6639901,923.2397775,2.582159624,0.801749271,0.865800866,0.075393623,0.129216983,0.029479295,0.026862831,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,6,1.359,400,200,2,1,267.1380672,1534.5987,2.534562212,0.970017637,1.117318436,0.089167703,0.167139869,0.042332405,0.034128769,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
B,6,1.359,400,200,2,2,292.8584251,1506.679838,2.546296296,0.964912281,1.3235,0.0913413,0.16628265,0.041257047,0.033353387,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
B,5,1.1325,800,300,1,1,606.0037824,2331.769564,3.741496599,2.391304348,3.846153846,0.121412228,0.180618811,0.08239685,0.081387428,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
B,5,1.1325,800,300,1,2,574.496344,2245.743118,3.741496599,2.511415525,4.081632653,0.12332398,0.169327734,0.075956799,0.076540102,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
B,5,1.1325,800,200,2,1,506.6589001,2129.171343,3.459119497,2.208835341,3.076923077,0.1309462,0.202938378,0.105444441,0.096992849,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,5,1.1325,800,200,2,2,508.5879269,2151.619669,3.548387097,2.173913043,3.03030303,0.141376374,0.211180952,0.101572078,0.090694153,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,5,1.1325,800,200,1,1,501.193324,1708.466703,3.548387097,2.217741935,3.389830508,0.101730815,0.163338655,0.058204737,0.051970656,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Transition
B,5,1.1325,800,200,1,2,506.9804046,1647.376063,3.594771242,2.217741935,3.225806452,0.103265816,0.179267935,0.055019393,0.052428431,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Transition
B,5,1.1325,800,100,2,1,361.338878,1525.765011,2.925531915,1.428571429,1.851851852,0.099032586,0.154457133,0.056549631,0.050834386,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,5,1.1325,800,100,2,2,344.6206453,1522.49654,2.956989247,1.378446115,2.150537634,0.098433323,0.141819717,0.052920984,0.052007472,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,5,1.1325,800,100,1,1,302.5035593,1007.176623,2.925531915,1.124744376,1,0.08171188,0.145365866,0.036469579,0.02805565,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,5,1.1325,800,100,1,2,294.144443,1114.446197,2.925531915,1.162790698,0.877192982,0.07937336,0.118253959,0.034748411,0.027886952,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,5,1.1325,400,300,2,1,309.5766578,1736.337621,2.631578947,1.238738739,1.5625,0.114269092,0.180439884,0.055404524,0.04992606,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,5,1.1325,400,300,2,2,288.614566,1278.337804,2.606635071,1.230425056,1.526717557,0.111311122,0.180130369,0.058952422,0.053572555,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,5,1.1325,400,300,1,1,192.4847284,673.8869283,2.546296296,0.951557093,1.117318436,0.078288517,0.135736217,0.035521973,0.028998118,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,5,1.1325,400,300,1,2,192.4847284,711.9251112,2.849740933,0.996376812,0.99009901,0.090371181,0.131125402,0.037732852,0.032932735,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,5,1.1325,400,200,2,1,240.0673905,990.1023483,2.835051546,1.124744376,1.315789474,0.097909911,0.175221962,0.050612841,0.041691937,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
B,5,1.1325,400,200,2,2,249.0695158,995.8273058,2.644230769,1.12244898,1.418439716,0.092224616,0.167545278,0.047944464,0.040871344,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
B,4,0.906,800,300,1,1,536.7999445,2038.944343,3.642384106,2.444444444,3.846153846,0.122381762,0.139983922,0.087431785,0.089812373,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
B,4,0.906,800,300,1,2,536.1569356,2054.366028,3.741496599,2.370689655,4.32,0.123228345,0.161215078,0.085537714,0.09095179,0.123275629,0.120128735,0.086776578,0.087512776,3.941707549,3.551363073,3.925417345,0.380632497,0.783363698,1293.05696,2113.771781,Submerged
B,4,0.906,800,200,2,1,493.3968406,2040.639821,3.503184713,2.254098361,3.636363636,0.13131863,0.184185418,0.094516941,0.100011892,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,4,0.906,800,200,2,2,489.2172824,1923.250243,3.548387097,2.380952381,3.076923077,0.133257257,0.152118265,0.100324824,0.106029348,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,4,0.906,800,200,1,1,490.1817958,1768.167729,3.594771242,2.131782946,3.96,0.101363298,0.146198161,0.071048547,0.067991144,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Submerged
B,4,0.906,800,200,1,2,494.0398495,1641.205725,3.618421053,2.263374486,3.571428571,0.103752709,0.150552607,0.058542634,0.066095995,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Submerged
B,4,0.906,800,100,2,1,314.6403532,1311.076677,2.894736842,1.523545706,2.43902439,0.100659174,0.139773868,0.062051727,0.060260008,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,4,0.906,800,100,2,2,318.1769024,1310.898403,2.941176471,1.506849315,2.816901408,0.100606771,0.126051871,0.066376808,0.059968099,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,4,0.906,800,100,1,1,295.0285803,939.0539317,2.956989247,1.385390428,1.398601399,0.078627448,0.11331981,0.039247766,0.034646481,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,4,0.906,800,100,1,2,290.5275177,912.3998683,2.941176471,1.368159204,1.315789474,0.078569342,0.120010154,0.037852452,0.031470128,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,4,0.906,400,300,2,1,289.8845087,1582.534036,2.570093458,1.338199513,2.127659574,0.109279014,0.196390686,0.066496396,0.053118956,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,4,0.906,400,300,2,2,304.6737145,1564.583558,2.722772277,1.344743276,1.851851852,0.111709358,0.184954245,0.064576192,0.058245341,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,4,0.906,400,300,1,1,218.5105155,912.3947408,2.558139535,1.214128035,1.020408163,0.078655145,0.136225716,0.040249206,0.033039355,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,4,0.906,400,300,1,2,222.6900737,937.524125,2.736318408,1.276102088,0.99009901,0.0834314,0.136535059,0.037744828,0.032873183,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,4,0.906,400,200,2,1,262.5566284,1312.171778,2.477477477,1.291079812,1.470588235,0.091846427,0.171372402,0.050063222,0.045919444,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
B,4,0.906,400,200,2,2,264.4856553,1195.532759,2.477477477,1.206140351,1.818181818,0.092561673,0.158539847,0.049939652,0.04353478,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Emerged
B,3,0.6795,800,200,2,1,413.0207221,1861.547658,3.571428571,2.433628319,2.702702703,0.136038116,0.166602909,0.084944452,0.105568809,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,3,0.6795,800,200,2,2,407.8766506,1849.032503,3.503184713,2.433628319,2.941176471,0.132194819,0.178074267,0.088018802,0.106291327,0.125671972,0.125487449,0.101750047,0.096432099,3.672835797,3.299945143,3.701169134,0.371540731,0.939016108,1138.177797,2650.866047,Submerged
B,3,0.6795,800,200,1,1,413.9852356,1661.567351,3.481012658,2.401746725,2.816901408,0.101714812,0.119181557,0.098744607,0.085520845,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Submerged
B,3,0.6795,800,200,1,2,413.3422266,1653.837435,3.525641026,2.360515021,3.125,0.100885944,0.119076293,0.11563719,0.071111486,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Submerged
B,3,0.6795,800,100,2,1,277.0243298,1313.291473,2.956989247,1.656626506,2.43902439,0.097436401,0.132878719,0.08158292,0.063794713,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,3,0.6795,800,100,2,2,281.2038879,1227.482556,2.91005291,1.681957187,2.985074627,0.099193862,0.120609402,0.070504219,0.063031744,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,3,0.6795,800,100,1,1,254.5190166,992.7444717,2.972972973,1.608187135,1.941747573,0.083743901,0.111112302,0.044654283,0.03560677,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,3,0.6795,800,100,1,2,257.7340613,902.5365933,2.941176471,1.757188498,1.526717557,0.081209303,0.116195365,0.04238942,0.035948169,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Emerged
B,3,0.6795,400,300,2,1,234.2642348,1373.715948,2.570093458,1.455026455,2.92,0.108187141,0.176303413,0.065890868,0.068053876,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,3,0.6795,400,300,2,2,250.3394584,1453.609818,2.570093458,1.498637602,2.84,0.11379974,0.174329492,0.074622473,0.068646681,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,3,0.6795,400,300,1,1,201.149274,1006.476708,2.835051546,1.325301205,1.886792453,0.083885566,0.156480616,0.047856485,0.036396235,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,3,0.6795,400,300,1,2,209.1868858,964.53063,2.806122449,1.325301205,2.040816327,0.087440865,0.128740282,0.046682244,0.038854645,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,3,0.6795,400,200,2,1,223.3330827,1188.240387,2.75,1.334951456,2.352941176,0.094054672,0.162561368,0.08343748,0.053710058,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Transition
B,3,0.6795,400,200,2,2,214.6524618,1272.311299,2.477477477,1.318944844,1.98019802,0.092138659,0.146845729,0.081211125,0.048431969,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Transition
B,2,0.453,800,200,1,1,323.9639829,1291.596134,3.525641026,2.31092437,3.278688525,0.103526492,0.10707868,0.064438462,0.06804374,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Submerged
B,2,0.453,800,200,1,2,316.8908845,1229.846353,3.481012658,2.401746725,3.174603175,0.104048886,0.119092609,0.066944803,0.070677473,0.10502444,0.102463767,0.071523192,0.07181276,3.697016504,3.319707323,3.750736023,0.331806977,0.564972731,1093.819897,1496.331177,Submerged
B,2,0.453,800,100,2,1,226.2266229,896.3170175,2.925531915,1.809210526,2.564102564,0.098592634,0.121135169,0.097695393,0.077381957,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,2,0.453,800,100,2,2,232.6567124,868.39732,2.941176471,1.803278689,2.631578947,0.101077571,0.103568301,0.086503051,0.076356589,0.093164951,0.09012434,0.090078148,0.074986088,3.103968579,2.777884378,2.787892525,0.242316003,0.553157535,661.1465154,1333.637268,Transition
B,2,0.453,800,100,1,1,223.3330827,680.4756722,2.972972973,1.797385621,2.06185567,0.082326695,0.093929806,0.050939679,0.044352822,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Transition
B,2,0.453,800,100,1,2,227.1911363,612.4759408,2.941176471,1.797385621,1.941747573,0.080448269,0.096906301,0.051462579,0.042971777,0.08348159,0.064590651,0.052797582,0.049118458,3.078375058,2.815580971,3.058659483,0.21966338,0.300368342,608.954108,654.3323446,Transition
B,2,0.453,400,300,2,1,193.7546711,1042.696397,2.558139535,1.510989011,2.88,0.11084493,0.144210767,0.082301024,0.067590462,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,2,0.453,400,300,2,2,192.7901577,1056.934005,2.722772277,1.470588235,2.5,0.113772797,0.148770436,0.080019798,0.067736332,0.112494231,0.096802215,0.083947383,0.068870757,2.607346984,2.53833525,2.693260547,0.199689578,0.583176277,456.9679174,1101.130932,Transition
B,2,0.453,400,300,1,1,157.74617,679.5736512,2.657004831,1.361386139,1.851851852,0.080877266,0.126973954,0.051885797,0.041811945,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,2,0.453,400,300,1,2,158.7106834,617.3283837,2.722772277,1.344743276,1.869158879,0.086143231,0.118848978,0.049810375,0.039786952,0.081521456,0.067832272,0.048733791,0.047638836,2.640913909,2.547490216,2.624250086,0.164105374,0.339825952,357.5510933,556.0606835,Emerged
B,2,0.453,400,200,2,1,167.3913043,808.394136,2.594339623,1.42118863,2.197802198,0.097136909,0.13334745,0.07410079,0.060478578,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Transition
B,2,0.453,400,200,2,2,173.8213937,913.5568833,2.631578947,1.428571429,2.150537634,0.097583908,0.136109151,0.07183887,0.059672735,0.091755435,0.087167872,0.068599394,0.06232713,2.590820531,2.483510182,2.542738538,0.184646937,0.4946573,406.593,896.3623799,Transition
B,2,0.453,400,200,1,1,131.0612987,561.0953383,2.722772277,1.224944321,1.666666667,0.079651477,0.11424048,0.042361615,0.036384788,0.079067114,0.059648659,0.044510073,0.042423604,2.585116553,2.422052747,2.44147768,0.155796045,0.28318027,317.4937242,442.5177483,Emerged
B,2,0.453,400,200,1,2,138.7774061,406.8866017,2.644230769,1.230425056,1.639344262,0.08624976,0.116597439,0.04285118,0.036814376,0.079067114,0.059648659,0.044510073,0.042423604,2.585116553,2.422052747,2.44147768,0.155796045,0.28318027,317.4937242,442.5177483,Emerged
B,1,0.2265,400,100,1,1,56.15075633,261.341237,2.2,0.992779783,1.129943503,0.049436984,0.072118562,0.030814073,0.027305896,0.05707282,0.045183335,0.048443095,0.030334305,2.254112522,1.844506568,1.596338133,0.094165678,0.180939732,166.045271,235.8635303,Emerged
B,1,0.2265,400,100,1,2,62.90235028,165.9882427,2.320675105,1.080550098,1.219512195,0.063766119,0.072082689,0.03564254,0.028826891,0.05707282,0.045183335,0.048443095,0.030334305,2.254112522,1.844506568,1.596338133,0.094165678,0.180939732,166.045271,235.8635303,Emerged
B,1,0.2265,400,100,1,3,53.90022502,229.8074112,2.330508475,1.049618321,1.142857143,0.064401188,0.064243043,0.037577386,0.028607773,0.05707282,0.045183335,0.048443095,0.030334305,2.254112522,1.844506568,1.596338133,0.094165678,0.180939732,166.045271,235.8635303,Emerged
B,1,0.2265,400,100,2,1,81.54960975,462.8699425,2.140077821,1.25284738,1.785714286,0.0760624,0.104502503,0.054913859,0.039660508,0.077906234,0.068087918,0.051928268,0.047448375,2.222329781,1.960906669,1.951657677,0.129827486,0.302373696,233.0820548,464.2082875,Emerged
B,1,0.2265,400,100,2,2,94.73129317,524.9980297,2.340425532,1.26146789,1.834862385,0.084678749,0.106647894,0.053656908,0.0449079,0.077906234,0.068087918,0.051928268,0.047448375,2.222329781,1.960906669,1.951657677,0.129827486,0.302373696,233.0820548,464.2082875,Emerged
B,1,0.2265,400,100,2,3,94.08828425,561.1413938,2.291666667,1.25284738,1.801801802,0.08946811,0.100338337,0.056380162,0.042519012,0.077906234,0.068087918,0.051928268,0.047448375,2.222329781,1.960906669,1.951657677,0.129827486,0.302373696,233.0820548,464.2082875,Emerged
